index,155083271,235723108,241069061,305507071,330104569,343698952,370732820,388803466,458422616,466410300
-500,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7464285714285714,0.0
-499,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7470238095238096,0.0
-498,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7476190476190477,0.0
-497,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7482142857142858,0.0
-496,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7488095238095239,0.0
-495,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.749404761904762,0.0
-494,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7500000000000001,0.0
-493,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7505952380952382,0.0
-492,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7511904761904763,0.0
-491,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7517857142857144,0.0
-490,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7523809523809525,0.0
-489,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7529761904761906,0.0
-488,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7535714285714287,0.0
-487,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7541666666666668,0.0
-486,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7547619047619049,0.0
-485,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.755357142857143,0.0
-484,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.755952380952381,0.0
-483,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7565476190476191,0.0
-482,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7571428571428572,0.0
-481,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7577380952380953,0.0
-480,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7583333333333334,0.0
-479,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7589285714285715,0.0
-478,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7595238095238096,0.0
-477,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7601190476190477,0.0
-476,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7607142857142858,0.0
-475,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7613095238095239,0.0
-474,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.761904761904762,0.0
-473,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7625000000000001,0.0
-472,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7630952380952382,0.0
-471,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7636904761904763,0.0
-470,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7642857142857143,0.0
-469,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7648809523809524,0.0
-468,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7654761904761905,0.0
-467,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7660714285714286,0.0
-466,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7666666666666667,0.0
-465,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7672619047619048,0.0
-464,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7678571428571429,0.0
-463,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.768452380952381,0.0
-462,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7690476190476191,0.0
-461,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7696428571428572,0.0
-460,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7702380952380953,0.0
-459,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7708333333333334,0.0
-458,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7714285714285715,0.0
-457,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7720238095238096,0.0
-456,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7726190476190476,0.0
-455,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7732142857142857,0.0
-454,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.7738095238095238,0.0
-453,0.0,0.0,0.0,10.444444444444445,0.0,0.0,0.0,12.0,0.7744047619047619,0.0
-452,0.0,0.0,0.0,10.88888888888889,0.0,0.0,0.0,12.0,0.775,0.0
-451,0.0,0.0,0.0,11.333333333333334,0.0,0.0,0.0,12.0,0.7755952380952381,0.0
-450,0.0,0.0,0.0,11.777777777777779,0.0,0.0,0.0,12.0,0.7761904761904762,0.0
-449,0.0,0.0,0.0,12.222222222222221,0.0,0.0,0.0,12.0,0.7767857142857143,0.0
-448,0.0,0.0,0.0,12.666666666666666,0.0,0.0,0.0,12.0,0.7773809523809525,0.0
-447,0.0,0.0,0.0,13.11111111111111,0.0,0.0,0.0,12.0,0.7779761904761906,0.0
-446,0.0,0.0,0.0,13.555555555555555,0.0,0.0,0.0,12.0,0.7785714285714287,0.0
-445,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7791666666666668,0.0
-444,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7797619047619049,0.0
-443,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.780357142857143,0.0
-442,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7809523809523811,0.0
-441,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7815476190476192,0.0
-440,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7821428571428573,0.0
-439,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7827380952380953,0.0
-438,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7833333333333334,0.0
-437,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7839285714285715,0.0
-436,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7845238095238096,0.0
-435,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7851190476190477,0.0
-434,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7857142857142858,0.0
-433,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7863095238095239,0.0
-432,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.786904761904762,0.0
-431,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7875000000000001,0.0
-430,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7880952380952382,0.0
-429,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7886904761904763,0.0
-428,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7892857142857144,0.0
-427,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7898809523809525,0.0
-426,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7904761904761906,0.0
-425,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7910714285714286,0.0
-424,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7916666666666667,0.0
-423,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7922619047619048,0.0
-422,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7928571428571429,0.0
-421,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.793452380952381,0.0
-420,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7940476190476191,0.0
-419,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7946428571428572,0.0
-418,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7952380952380953,0.0
-417,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7958333333333334,0.0
-416,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7964285714285715,0.0
-415,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.7970238095238096,0.0
