a,b,c,d,e,f,g
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
0.00137931034482759,0.362758620689655,0.00275862068965517,0.633103448275862,0.0813793103448276,0.0620689655172414,1.14344827586207
