index,122762077,38747769,467701701,1570020,274225432,457145066,1151051,11648402,465885927,107213695,151168793,45765028,1547663,128410412,233239354,361418670,22228279,6723399,373318774,438849461,930164,202870346,76684607,37448451,7092491,446425583,291755344,143167852,140675080,246704545,467678202
-500,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,30.857142857142858,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.2857142857142856,30.857142857142858
-499,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,31.285714285714285,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.4285714285714284,31.285714285714285
-498,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,31.714285714285715,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.571428571428571,31.714285714285715
-497,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,32.142857142857146,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.7142857142857144,32.142857142857146
-496,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,32.57142857142857,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.857142857142857,32.57142857142857
-495,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-494,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-493,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-492,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-491,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-490,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-489,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-488,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-487,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-486,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-485,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-484,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-483,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-482,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-481,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,3.0,33.0
-480,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.857142857142857,33.0
-479,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.7142857142857144,33.0
-478,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.5714285714285716,33.0
-477,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.428571428571429,33.0
-476,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.2857142857142856,33.0
-475,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.857142857142854,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.142857142857143,33.0
-474,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.714285714285715,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-473,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.57142857142857,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-472,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.42857142857143,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-471,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.285714285714285,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-470,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.142857142857146,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-469,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-468,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.857142857142854,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-467,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.714285714285715,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-466,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.57142857142857,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-465,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.42857142857143,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-464,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.285714285714285,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-463,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.142857142857146,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-462,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,52.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-461,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,53.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-460,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-459,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-458,0.0,0.0,0.0,20.0,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-457,0.0,0.0,0.0,20.125,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
-456,0.0,0.0,0.0,20.25,0.0,2.0,0.0,7.0,33.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,54.0,2.0,0.0,0.0,3.0,23.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,33.0
