gid,before,after,change,change_percentage
349241,0.0,0.0,0.0,0.0
705634,0.0,0.0,0.0,0.0
1111303,0.0,0.0,0.0,0.0
1461917,7.022222222222222,8.0,0.9777777777777779,0.13924050632911394
1547663,2.0,2.0,0.0,0.0
1570020,3.0,3.0,0.0,0.0
2067414,0.0,0.0,0.0,0.0
3245790,33.0,33.0,0.0,0.0
4473517,14.0,14.4,0.40000000000000036,0.0285714285714286
5604798,2.0,3.0,1.0,0.5
5659452,0.0,0.0,0.0,0.0
6198699,0.0,0.0,0.0,0.0
6448802,2.0,2.0,0.0,0.0
6723399,0.0,0.0,0.0,0.0
8077402,1.0,1.0,0.0,0.0
11879182,0.0,0.0,0.0,0.0
15231212,2.0,2.0,0.0,0.0
15847020,0.0,0.0,0.0,0.0
16089035,0.0,0.0,0.0,0.0
20042152,0.0,0.0,0.0,0.0
22954406,0.0,0.0,0.0,0.0
23078237,0.0,0.0,0.0,0.0
31953138,0.0,0.0,0.0,0.0
33403208,0.0,0.0,0.0,0.0
33403319,0.0,0.0,0.0,0.0
33884891,0.0,0.0,0.0,0.0
37296989,0.0,0.0,0.0,0.0
38663545,0.0,0.0,0.0,0.0
38747769,0.0,0.0,0.0,0.0
40967960,292.22222222222223,300.0,7.7777777777777715,0.026615969581749027
41025116,7.0,7.0,0.0,0.0
45397035,1.0,1.0,0.0,0.0
48305754,0.13333333333333333,1.0,0.8666666666666667,6.5
49672452,0.0,1.7333333333333334,1.7333333333333334,inf
49870872,0.0,0.0,0.0,0.0
52284593,0.0,0.0,0.0,0.0
52763688,26.0,26.0,0.0,0.0
56663951,0.0,0.0,0.0,0.0
62963654,0.0,0.0,0.0,0.0
63765629,0.0,0.0,0.0,0.0
70329137,0.0,0.0,0.0,0.0
72670873,0.0,0.0,0.0,0.0
74318318,2.0,2.0,0.0,0.0
76684607,0.0,0.0,0.0,0.0
79116335,0.0,0.0,0.0,0.0
79986110,0.0,0.0,0.0,0.0
80102317,0.0,0.0,0.0,0.0
83271262,0.0,0.0,0.0,0.0
84769237,0.0,0.0,0.0,0.0
87027412,0.0,0.0,0.0,0.0
88643649,0.0,0.0,0.0,0.0
92111509,2.0,2.0,0.0,0.0
102174255,0.0,0.0,0.0,0.0
107213695,0.0,0.0,0.0,0.0
113041050,4.0,4.0,0.0,0.0
113191674,0.0,0.0,0.0,0.0
115324869,8.0,8.0,0.0,0.0
130886168,0.0,0.0,0.0,0.0
131548546,12.0,12.0,0.0,0.0
132073482,0.0,0.0,0.0,0.0
135655182,0.0,0.0,0.0,0.0
137271423,0.0,0.0,0.0,0.0
138296748,0.0,0.0,0.0,0.0
140206813,0.0,0.0,0.0,0.0
144804895,4.0,4.0,0.0,0.0
146093657,18.0,18.0,0.0,0.0
150275195,4.0,4.0,0.0,0.0
151487391,0.0,0.0,0.0,0.0
152877801,0.0,0.0,0.0,0.0
153442864,0.0,0.0,0.0,0.0
153941720,0.0,0.0,0.0,0.0
154309829,0.0,0.0,0.0,0.0
157900526,0.0,0.0,0.0,0.0
159829943,1.0,1.4666666666666666,0.46666666666666656,0.46666666666666656
159917753,0.0,0.46821537907437416,0.46821537907437416,inf
161170211,0.0,0.0,0.0,0.0
161387967,0.0,0.0,0.0,0.0
162587933,0.0,0.0,0.0,0.0
164221924,0.0,0.0,0.0,0.0
165313961,0.0,0.0,0.0,0.0
167377113,0.0,0.0,0.0,0.0
168148555,0.0,0.0,0.0,0.0
168489620,0.0,0.0,0.0,0.0
169295778,0.0,0.0,0.0,0.0
173936459,0.0,0.0,0.0,0.0
177141402,0.0,0.0,0.0,0.0
177630160,0.0,0.0,0.0,0.0
177769483,0.0,0.0,0.0,0.0
179988969,0.0,0.0,0.0,0.0
180541255,0.0,0.0,0.0,0.0
180824218,0.0,0.0,0.0,0.0
181466974,0.0,0.0,0.0,0.0
183475501,0.0,0.0,0.0,0.0
183676279,0.0,0.0,0.0,0.0
183964143,0.0,0.0,0.0,0.0
185110208,27.0,28.0,1.0,0.037037037037037035
185242642,0.0,0.0,0.0,0.0
187111872,0.0,0.0,0.0,0.0
188431269,0.0,0.0,0.0,0.0
189058378,0.0,0.0,0.0,0.0
189626802,0.0,0.0,0.0,0.0
190583320,0.0,0.0,0.0,0.0
190600607,0.0,0.0,0.0,0.0
192009782,0.0,0.0,0.0,0.0
192416646,0.0,0.0,0.0,0.0
195057802,0.0,0.0,0.0,0.0
197269443,0.0,0.0,0.0,0.0
199104738,0.0,0.0,0.0,0.0
199541979,8.0,8.0,0.0,0.0
200367062,14.0,14.0,0.0,0.0
200678050,15.0,15.0,0.0,0.0
201689505,0.0,0.0,0.0,0.0
202037423,0.0,0.0,0.0,0.0
202271393,0.0,0.0,0.0,0.0
203273592,0.0,0.0,0.0,0.0
206353155,0.0,0.0,0.0,0.0
206938663,0.0,0.0,0.0,0.0
207930942,0.0,0.0,0.0,0.0
208525233,0.0,0.0,0.0,0.0
210129027,0.0,0.0,0.0,0.0
210153683,0.0,0.0,0.0,0.0
210815606,0.0,0.0,0.0,0.0
212020575,0.0,0.0,0.0,0.0
212632791,0.0,0.0,0.0,0.0
215286055,0.0,0.0,0.0,0.0
216505583,0.0,0.045454545454545456,0.045454545454545456,inf
216959819,0.0,0.0,0.0,0.0
218515482,0.0,0.0,0.0,0.0
218528527,0.0,0.0,0.0,0.0
220563062,5.0,5.0,0.0,0.0
220824815,0.0,0.0,0.0,0.0
221466302,0.0,0.0,0.0,0.0
221719207,0.0,0.0,0.0,0.0
221792135,0.0,0.0,0.0,0.0
222878662,0.0,0.0,0.0,0.0
223850981,0.0,0.0,0.0,0.0
226729117,0.0,0.0,0.0,0.0
227808069,0.0,0.0,0.0,0.0
228607409,0.0,0.0,0.0,0.0
229313455,0.0,0.0,0.0,0.0
229668660,0.0,0.0,0.0,0.0
230005134,0.0,0.0,0.0,0.0
230033613,0.0,0.0,0.0,0.0
231954232,0.0,0.0,0.0,0.0
233174786,0.0,0.0,0.0,0.0
235298218,0.0,0.0,0.0,0.0
235388668,0.0,0.0,0.0,0.0
235723108,0.0,0.0,0.0,0.0
236448686,0.0,0.0,0.0,0.0
237043641,0.0,0.0,0.0,0.0
237216173,0.0,0.0,0.0,0.0
239045665,0.0,0.0,0.0,0.0
239172270,0.0,0.0,0.0,0.0
240325257,0.4763860369609857,0.5183999999999999,0.04201396303901417,0.08819310344827541
240740397,7.0,7.0,0.0,0.0
240775447,0.0,0.0,0.0,0.0
241069061,0.0,0.0,0.0,0.0
241396276,0.0,0.0,0.0,0.0
241742158,0.0,0.0,0.0,0.0
242439185,0.0,0.0,0.0,0.0
242617103,0.0,0.0,0.0,0.0
245055601,0.0,0.0,0.0,0.0
245089848,0.0,0.0,0.0,0.0
245659264,0.0,0.0,0.0,0.0
246584405,0.0,0.0,0.0,0.0
247683738,0.0,0.0,0.0,0.0
249956625,8.0,8.0,0.0,0.0
250195517,0.0,0.0,0.0,0.0
250366386,0.0,0.0,0.0,0.0
252787771,0.0,0.0,0.0,0.0
253135574,0.0,0.0,0.0,0.0
254558636,0.0,0.0,0.0,0.0
254576669,0.0,0.0,0.0,0.0
254703886,0.0,0.0,0.0,0.0
254812552,0.0,0.0,0.0,0.0
255283314,0.0,0.0,0.0,0.0
256188228,0.0,0.0,0.0,0.0
256861789,0.0,0.0,0.0,0.0
259944112,0.0,0.0,0.0,0.0
259992274,0.0,0.0,0.0,0.0
260907244,1.0,1.0,0.0,0.0
261011216,0.0,0.0,0.0,0.0
262632130,0.0,0.0,0.0,0.0
262688503,0.0,0.0,0.0,0.0
262796126,0.0,0.0,0.0,0.0
262975445,0.0,0.09876543209876544,0.09876543209876544,inf
264477559,0.0,0.0,0.0,0.0
265537648,5.0,5.0,0.0,0.0
266566637,11.24,12.0,0.7599999999999998,0.0676156583629893
266728587,12.0,12.0,0.0,0.0
266768704,0.0,0.0,0.0,0.0
267365279,0.0,0.0,0.0,0.0
270911154,0.0,0.0,0.0,0.0
271076835,10.0,10.0,0.0,0.0
271277920,10.0,10.0,0.0,0.0
271340284,0.0,0.0,0.0,0.0
271471512,0.0,0.0,0.0,0.0
273012814,0.0,0.0,0.0,0.0
273150863,6.0,6.0,0.0,0.0
273261277,0.0,0.0,0.0,0.0
273961239,0.0,0.0,0.0,0.0
274048637,0.0,0.0,0.0,0.0
274163492,0.0,0.0,0.0,0.0
274225432,0.0,0.0,0.0,0.0
277171701,0.0,0.0,0.0,0.0
277228113,0.0,0.0,0.0,0.0
278060970,0.0,0.0,0.0,0.0
278534317,0.0,0.0,0.0,0.0
279124602,0.0,0.0,0.0,0.0
279377045,0.0,0.0,0.0,0.0
279794166,0.0,0.0,0.0,0.0
279892472,0.0,0.0,0.0,0.0
280479046,0.0,0.0,0.0,0.0
280703820,0.0,0.0,0.0,0.0
282356461,0.0,0.0,0.0,0.0
282592160,6.0,6.0,0.0,0.0
282713265,0.0,0.0,0.0,0.0
282834090,0.0,0.0,0.0,0.0
283254243,0.0,0.0,0.0,0.0
283648104,0.0,0.0,0.0,0.0
284001525,0.0,0.0,0.0,0.0
284207333,0.0,0.0,0.0,0.0
284732997,0.0,0.0,0.0,0.0
284755064,0.0,0.0,0.0,0.0
285037466,0.0,0.0,0.0,0.0
285374372,0.0,0.0,0.0,0.0
286503013,0.0,0.0,0.0,0.0
286739358,0.0,0.0,0.0,0.0
290425505,0.0,0.2211538461538462,0.2211538461538462,inf
291257276,0.0,0.0,0.0,0.0
291519042,0.0,0.0,0.0,0.0
291522204,0.0,0.0,0.0,0.0
293933732,0.0,0.0,0.0,0.0
295923660,0.0,0.0,0.0,0.0
296697372,0.0,0.0,0.0,0.0
296935917,0.0,0.0,0.0,0.0
297120387,0.0,0.0,0.0,0.0
298556777,0.0,0.0,0.0,0.0
299359914,0.0,0.0,0.0,0.0
300769212,0.0,0.0,0.0,0.0
301311944,0.0,0.0,0.0,0.0
301820595,0.0,0.0,0.0,0.0
301950189,0.0,0.0,0.0,0.0
302146024,0.0,0.0,0.0,0.0
302369469,6.0,6.0,0.0,0.0
303300439,0.0,0.0,0.0,0.0
303712728,0.0,0.0,0.0,0.0
304258951,0.0,0.0,0.0,0.0
305026947,0.0,0.0,0.0,0.0
305728817,0.0,0.0,0.0,0.0
306477735,1.0,1.0,0.0,0.0
306730785,0.0,0.0,0.0,0.0
308077265,0.0,0.0,0.0,0.0
309096049,0.0,11.044444444444444,11.044444444444444,inf
309314419,0.0,0.0,0.0,0.0
310305784,0.0,0.0,0.0,0.0
310640643,0.0,0.0,0.0,0.0
311875880,0.0,0.0,0.0,0.0
312836388,0.0,0.0,0.0,0.0
313107669,0.0,0.0,0.0,0.0
314347742,0.0,0.0,0.0,0.0
314621085,0.0,0.0,0.0,0.0
314676437,0.0,0.0,0.0,0.0
315780367,0.0,0.0,0.0,0.0
317801691,0.0,0.0,0.0,0.0
318175367,0.0,0.0,0.0,0.0
318435736,1.0,1.0,0.0,0.0
318439855,0.0,0.0,0.0,0.0
318471103,0.0,0.0,0.0,0.0
318738114,0.0,0.0,0.0,0.0
319919812,0.0,0.0,0.0,0.0
320452774,0.0,0.0,0.0,0.0
320701915,0.0,0.0,0.0,0.0
321325052,0.0,0.0,0.0,0.0
321984458,5.0,5.0,0.0,0.0
322068736,0.0,0.0,0.0,0.0
322720953,0.0,0.0,0.0,0.0
322772692,0.0,0.0,0.0,0.0
323073792,22.0,22.0,0.0,0.0
323653087,0.0,0.0,0.0,0.0
323659450,0.0,0.0,0.0,0.0
323662569,0.0,0.0,0.0,0.0
323672454,0.0,0.0,0.0,0.0
323954950,0.0,0.0,0.0,0.0
324358280,0.0,0.0,0.0,0.0
324677698,0.0,0.0,0.0,0.0
324905653,3.0,3.0,0.0,0.0
325459663,0.0,0.0,0.0,0.0
327080884,0.0,0.0,0.0,0.0
329936827,0.0,0.0,0.0,0.0
330104569,0.0,0.0,0.0,0.0
330342248,0.0,0.0,0.0,0.0
334191697,0.0,0.0,0.0,0.0
334332962,1.0,1.0,0.0,0.0
334559230,0.0,0.0,0.0,0.0
334621235,0.0,0.0,0.0,0.0
334689108,0.0,0.0,0.0,0.0
334874261,34.75,52.0,17.25,0.49640287769784175
